time,id,answer,title
1628367185.665,pm_15,1,Right now I feel Ashamed
1628367187.43,pm_16,1,Right now I feel Stressed
1628367190.126,pm_17,1,Right now I feel Distracted
1628407204.433,am_01,Yes,Did you sleep well?
1628407206.794,am_02,No,Did you have bad dreams?
1628407210.076,am_03,Yes,Do you feel well-rested?
1628407213.225,am_04,2,Right now I feel Active
1628407217.284,am_05,2,Right now I feel Determined
1628407219.309,am_06,2,Right now I feel Attentive
1628407220.917,am_07,2,Right now I feel Inspired
1628407224.744,am_08,1,Right now I feel Alert
1628407227.016,am_09,1,Right now I feel Afraid
1628407229.316,am_10,1,Right now I feel Nervous
1628407230.833,am_11,1,Right now I feel Upset
1628407233.8,am_12,1,Right now I feel Hostile
1628407240.96,am_13,1,Right now I feel Ashamed
1628407242.967,am_14,1,Right now I feel Stressed
1628407246.077,am_15,1,Right now I feel Distracted
1628408604.864,dq_01,3,Right now I feel Active
1628408605.664,dq_02,3,Right now I feel Determined
1628408606.224,dq_03,3,Right now I feel Attentive
1628408607.163,dq_04,3,Right now I feel Inspired
1628408609.023,dq_05,1,Right now I feel Alert
1628408610.806,dq_06,1,Right now I feel Afraid
1628408612.314,dq_07,1,Right now I feel Nervous
1628408614.141,dq_08,1,Right now I feel Upset
1628408615.823,dq_09,1,Right now I feel Hostile
1628408616.74,dq_10,1,Right now I feel Ashamed
1628408617.859,dq_11,1,Right now I feel Stressed
1628408619.214,dq_12,1,Right now I feel Distracted
1628408621.993,dq_13,Pleasant,I have had social interactions
1628408625.609,dq_14,No,I have had a difficult time to complete my tasks
1628408626.575,dq_15,,Have you had any remarkable events?
1628433463.527,dq_01,3,Right now I feel Active
1628433464.135,dq_02,3,Right now I feel Determined
1628433464.644,dq_03,3,Right now I feel Attentive
1628433465.111,dq_04,3,Right now I feel Inspired
1628433465.885,dq_05,1,Right now I feel Alert
1628433466.695,dq_06,1,Right now I feel Afraid
1628433467.543,dq_07,1,Right now I feel Nervous
1628433468.694,dq_08,1,Right now I feel Upset
1628433469.648,dq_09,1,Right now I feel Hostile
1628433470.535,dq_10,1,Right now I feel Ashamed
1628433471.551,dq_11,1,Right now I feel Stressed
1628433472.711,dq_12,1,Right now I feel Distracted
1628433474.151,dq_13,Pleasant,I have had social interactions
1628433475.651,dq_14,No,I have had a difficult time to complete my tasks
1628433477.101,dq_15,,Have you had any remarkable events?
1628443938.68,dq_01,3,Right now I feel Active
1628443939.279,dq_02,3,Right now I feel Determined
1628443939.722,dq_03,3,Right now I feel Attentive
1628443940.189,dq_04,3,Right now I feel Inspired
1628443941.041,dq_05,1,Right now I feel Alert
1628443942.425,dq_06,1,Right now I feel Afraid
1628443944.359,dq_07,1,Right now I feel Nervous
1628443945.397,dq_08,1,Right now I feel Upset
1628443946.415,dq_09,1,Right now I feel Hostile
1628443947.396,dq_10,1,Right now I feel Ashamed
1628443948.606,dq_11,1,Right now I feel Stressed
1628443949.79,dq_12,1,Right now I feel Distracted
1628443951.348,dq_13,Pleasant,I have had social interactions
1628443952.958,dq_14,No,I have had a difficult time to complete my tasks
1628443954.889,dq_15,,Have you had any remarkable events?
1628452907.687,pm_01,"Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1628452911.978,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1628452913.536,pm_03,0,Have you consumed any cups of coffee/tea today?
1628452915.187,pm_04,No,Have you used any intoxicating substances today?
1628452919.106,pm_05,More than 1.5 hours,Have you exercised today?
1628452922.244,pm_06,1,Right now I feel Active
1628452929.178,pm_07,5,Right now I feel Determined
1628452931.871,pm_08,4,Right now I feel Attentive
1628452934.021,pm_09,5,Right now I feel Inspired
1628452936.295,pm_10,1,Right now I feel Alert
1628452938.761,pm_11,1,Right now I feel Afraid
1628452940.394,pm_12,1,Right now I feel Nervous
1628452941.327,pm_13,1,Right now I feel Upset
1628452942.322,pm_14,1,Right now I feel Hostile
1628452943.257,pm_15,1,Right now I feel Ashamed
1628452944.345,pm_16,1,Right now I feel Stressed
1628452945.911,pm_17,1,Right now I feel Distracted
1628494998.236,am_01,No,Did you sleep well?
1628495000.035,am_02,No,Did you have bad dreams?
1628495002.12,am_03,No,Do you feel well-rested?
1628495003.938,am_04,2,Right now I feel Active
1628495006.622,am_05,2,Right now I feel Determined
1628495007.678,am_06,2,Right now I feel Attentive
1628495008.639,am_07,2,Right now I feel Inspired
1628495010.462,am_08,3,Right now I feel Alert
1628495012.521,am_09,1,Right now I feel Afraid
1628495013.605,am_10,1,Right now I feel Nervous
1628495014.755,am_11,1,Right now I feel Upset
1628495016.178,am_12,1,Right now I feel Hostile
1628495017.956,am_13,1,Right now I feel Ashamed
1628495019.711,am_14,1,Right now I feel Stressed
1628495021.712,am_15,1,Right now I feel Distracted
1628499310.146,dq_01,3,Right now I feel Active
1628499310.631,dq_02,3,Right now I feel Determined
1628499311.051,dq_03,3,Right now I feel Attentive
1628499311.519,dq_04,3,Right now I feel Inspired
1628499312.385,dq_05,1,Right now I feel Alert
1628499313.301,dq_06,1,Right now I feel Afraid
1628499314.268,dq_07,1,Right now I feel Nervous
1628499315.245,dq_08,1,Right now I feel Upset
1628499317.061,dq_09,1,Right now I feel Hostile
1628499318.794,dq_10,1,Right now I feel Ashamed
1628499320.185,dq_11,2,Right now I feel Stressed
1628499321.519,dq_12,1,Right now I feel Distracted
1628499324.285,dq_13,Pleasant,I have had social interactions
1628499327.529,dq_14,No,I have had a difficult time to complete my tasks
1628499329.619,dq_15,,Have you had any remarkable events?
1628511585.438,dq_01,2,Right now I feel Active
1628511588.031,dq_02,2,Right now I feel Determined
1628511589.729,dq_03,2,Right now I feel Attentive
1628511591.203,dq_04,2,Right now I feel Inspired
1628511593.086,dq_05,1,Right now I feel Alert
1628511594.68,dq_06,1,Right now I feel Afraid
1628511595.698,dq_07,1,Right now I feel Nervous
1628511596.781,dq_08,1,Right now I feel Upset
1628511597.829,dq_09,1,Right now I feel Hostile
1628511598.87,dq_10,1,Right now I feel Ashamed
1628511599.938,dq_11,1,Right now I feel Stressed
1628511602.764,dq_12,2,Right now I feel Distracted
1628511617.92,dq_13,Pleasant,I have had social interactions
1628511620.765,dq_14,Yes,I have had a difficult time to complete my tasks
1628511623.254,dq_15,,Have you had any remarkable events?
1628526473.55,dq_01,3,Right now I feel Active
1628526475.999,dq_02,4,Right now I feel Determined
1628526477.033,dq_03,3,Right now I feel Attentive
1628526478.983,dq_04,3,Right now I feel Inspired
1628526480.849,dq_05,1,Right now I feel Alert
1628526482.704,dq_06,1,Right now I feel Afraid
1628526483.899,dq_07,1,Right now I feel Nervous
1628526485.017,dq_08,1,Right now I feel Upset
1628526486.115,dq_09,1,Right now I feel Hostile
1628526487.2,dq_10,1,Right now I feel Ashamed
1628526489.733,dq_11,1,Right now I feel Stressed
1628526491.051,dq_12,1,Right now I feel Distracted
1628526493.717,dq_13,Pleasant,I have had social interactions
1628526495.299,dq_14,No,I have had a difficult time to complete my tasks
1628526497.077,dq_15,,Have you had any remarkable events?
1628539951.461,pm_01,"Yes. Written text, Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1628539953.711,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1628539955.255,pm_03,0,Have you consumed any cups of coffee/tea today?
1628539960.753,pm_04,No,Have you used any intoxicating substances today?
1628539965.289,pm_05,More than 1.5 hours,Have you exercised today?
1628539967.429,pm_06,2,Right now I feel Active
1628539969.222,pm_07,2,Right now I feel Determined
1628539970.343,pm_08,3,Right now I feel Attentive
1628539973.223,pm_09,3,Right now I feel Inspired
1628539974.595,pm_10,1,Right now I feel Alert
1628539976.006,pm_11,1,Right now I feel Afraid
1628539977.046,pm_12,1,Right now I feel Nervous
1628539978.112,pm_13,1,Right now I feel Upset
1628539979.437,pm_14,1,Right now I feel Hostile
1628539980.523,pm_15,1,Right now I feel Ashamed
1628539982.071,pm_16,2,Right now I feel Stressed
1628539983.361,pm_17,1,Right now I feel Distracted
1628580001.844,am_01,Yes,Did you sleep well?
1628580005.185,am_02,No,Did you have bad dreams?
1628580016.028,am_03,Yes,Do you feel well-rested?
1628580017.234,am_04,3,Right now I feel Active
1628580017.677,am_05,3,Right now I feel Determined
1628580018.286,am_06,3,Right now I feel Attentive
1628580018.918,am_07,3,Right now I feel Inspired
1628580019.895,am_08,1,Right now I feel Alert
1628580022.186,am_09,1,Right now I feel Afraid
1628580024.395,am_10,2,Right now I feel Nervous
1628580025.804,am_11,1,Right now I feel Upset
1628580027.232,am_12,1,Right now I feel Hostile
1628580028.565,am_13,1,Right now I feel Ashamed
1628580031.883,am_14,4,Right now I feel Stressed
1628580034.998,am_15,1,Right now I feel Distracted
1628586371.932,dq_01,3,Right now I feel Active
1628586373.749,dq_02,4,Right now I feel Determined
1628586374.576,dq_03,3,Right now I feel Attentive
1628586375.335,dq_04,3,Right now I feel Inspired
1628586376.314,dq_05,1,Right now I feel Alert
1628586377.381,dq_06,1,Right now I feel Afraid
1628586378.564,dq_07,1,Right now I feel Nervous
1628586379.747,dq_08,1,Right now I feel Upset
1628586380.907,dq_09,1,Right now I feel Hostile
1628586381.999,dq_10,1,Right now I feel Ashamed
1628586383.732,dq_11,2,Right now I feel Stressed
1628586386.015,dq_12,1,Right now I feel Distracted
1628586387.543,dq_13,Pleasant,I have had social interactions
1628586389.132,dq_14,No,I have had a difficult time to complete my tasks
1628586390.176,dq_15,,Have you had any remarkable events?
1628601160.332,dq_01,3,Right now I feel Active
1628601162.267,dq_02,1,Right now I feel Determined
1628601164.298,dq_03,2,Right now I feel Attentive
1628601166.099,dq_04,1,Right now I feel Inspired
1628601167.55,dq_05,1,Right now I feel Alert
1628601171.051,dq_06,2,Right now I feel Afraid
1628601173.165,dq_07,1,Right now I feel Nervous
1628601177.257,dq_08,3,Right now I feel Upset
1628601179.233,dq_09,1,Right now I feel Hostile
1628601183.278,dq_10,3,Right now I feel Ashamed
1628601185.3,dq_11,4,Right now I feel Stressed
1628601187.743,dq_12,1,Right now I feel Distracted
1628601189.739,dq_13,Pleasant,I have had social interactions
1628601195.683,dq_14,No,I have had a difficult time to complete my tasks
1628601215.982,dq_15,failed pilot,Have you had any remarkable events?
1628610378.285,dq_01,3,Right now I feel Active
1628610380.171,dq_02,2,Right now I feel Determined
1628610382.537,dq_03,2,Right now I feel Attentive
1628610385.203,dq_04,1,Right now I feel Inspired
1628610386.769,dq_05,1,Right now I feel Alert
1628610388.262,dq_06,1,Right now I feel Afraid
1628610390.029,dq_07,1,Right now I feel Nervous
1628610392.352,dq_08,3,Right now I feel Upset
1628610393.919,dq_09,1,Right now I feel Hostile
1628610396.12,dq_10,2,Right now I feel Ashamed
1628610400.427,dq_11,5,Right now I feel Stressed
1628610402.786,dq_12,1,Right now I feel Distracted
1628610404.552,dq_13,Pleasant,I have had social interactions
1628610406.393,dq_14,No,I have had a difficult time to complete my tasks
1628610407.52,dq_15,,Have you had any remarkable events?
1628627578.061,pm_01,"Yes. Written text, Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1628627579.793,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1628627580.936,pm_03,1-2,Have you consumed any cups of coffee/tea today?
1628627582.712,pm_04,No,Have you used any intoxicating substances today?
1628627585.763,pm_05,0.5-1.5 hours,Have you exercised today?
1628627587.387,pm_06,1,Right now I feel Active
1628627589.269,pm_07,2,Right now I feel Determined
1628627590.853,pm_08,3,Right now I feel Attentive
1628627596.364,pm_09,5,Right now I feel Inspired
1628627599.286,pm_10,1,Right now I feel Alert
1628627600.687,pm_11,1,Right now I feel Afraid
1628627602.263,pm_12,2,Right now I feel Nervous
1628627603.53,pm_13,1,Right now I feel Upset
1628627604.57,pm_14,1,Right now I feel Hostile
1628627605.696,pm_15,1,Right now I feel Ashamed
1628627608.12,pm_16,2,Right now I feel Stressed
1628627609.437,pm_17,1,Right now I feel Distracted
1628669816.217,am_01,No,Did you sleep well?
1628669819.467,am_02,No,Did you have bad dreams?
1628669822.827,am_03,No,Do you feel well-rested?
1628669824.594,am_04,1,Right now I feel Active
1628669827.099,am_05,2,Right now I feel Determined
1628669828.384,am_06,1,Right now I feel Attentive
1628669829.446,am_07,1,Right now I feel Inspired
1628669831.5,am_08,1,Right now I feel Alert
1628669834.267,am_09,2,Right now I feel Afraid
1628669835.8,am_10,2,Right now I feel Nervous
1628669837.116,am_11,1,Right now I feel Upset
1628669838.401,am_12,1,Right now I feel Hostile
1628669839.51,am_13,1,Right now I feel Ashamed
1628669842.027,am_14,2,Right now I feel Stressed
1628669843.444,am_15,1,Right now I feel Distracted
1628671556.536,dq_01,1,Right now I feel Active
1628671557.897,dq_02,1,Right now I feel Determined
1628671558.831,dq_03,1,Right now I feel Attentive
1628671559.713,dq_04,1,Right now I feel Inspired
1628671560.846,dq_05,1,Right now I feel Alert
1628671562.27,dq_06,1,Right now I feel Afraid
1628671564.729,dq_07,1,Right now I feel Nervous
1628671566.152,dq_08,1,Right now I feel Upset
1628671567.585,dq_09,1,Right now I feel Hostile
1628671568.613,dq_10,1,Right now I feel Ashamed
1628671570.204,dq_11,1,Right now I feel Stressed
1628671571.653,dq_12,1,Right now I feel Distracted
1628671573.593,dq_13,No,I have had social interactions
1628671575.718,dq_14,Yes,I have had a difficult time to complete my tasks
1628671587.052,dq_15,stomach pain,Have you had any remarkable events?
1628699750.557,dq_01,3,Right now I feel Active
1628699751.146,dq_02,3,Right now I feel Determined
1628699751.663,dq_03,3,Right now I feel Attentive
1628699753.546,dq_04,3,Right now I feel Inspired
1628699754.379,dq_05,1,Right now I feel Alert
1628699755.262,dq_06,1,Right now I feel Afraid
1628699756.172,dq_07,1,Right now I feel Nervous
1628699757.095,dq_08,1,Right now I feel Upset
1628699757.988,dq_09,1,Right now I feel Hostile
1628699758.846,dq_10,1,Right now I feel Ashamed
1628699759.728,dq_11,1,Right now I feel Stressed
1628699761.022,dq_12,1,Right now I feel Distracted
1628699762.488,dq_13,Pleasant,I have had social interactions
1628699765.062,dq_14,Yes,I have had a difficult time to complete my tasks
1628699766.678,dq_15,,Have you had any remarkable events?
1628707870.153,dq_01,3,Right now I feel Active
1628707870.686,dq_02,3,Right now I feel Determined
1628707871.237,dq_03,3,Right now I feel Attentive
1628707871.87,dq_04,3,Right now I feel Inspired
1628707872.853,dq_05,1,Right now I feel Alert
1628707873.77,dq_06,1,Right now I feel Afraid
1628707874.729,dq_07,1,Right now I feel Nervous
1628707875.638,dq_08,1,Right now I feel Upset
1628707878.555,dq_09,1,Right now I feel Hostile
1628707879.538,dq_10,1,Right now I feel Ashamed
1628707880.546,dq_11,1,Right now I feel Stressed
1628707881.603,dq_12,1,Right now I feel Distracted
1628707885.338,dq_13,Pleasant,I have had social interactions
1628707887.777,dq_14,No,I have had a difficult time to complete my tasks
1628707888.635,dq_15,,Have you had any remarkable events?
1628717169.944,pm_01,"Yes. Written text, Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1628717171.762,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1628717173.627,pm_03,0,Have you consumed any cups of coffee/tea today?
1628717175.135,pm_04,No,Have you used any intoxicating substances today?
1628717177.128,pm_05,No,Have you exercised today?
1628717179.852,pm_06,2,Right now I feel Active
1628717181.286,pm_07,2,Right now I feel Determined
1628717182.468,pm_08,1,Right now I feel Attentive
1628717183.468,pm_09,1,Right now I feel Inspired
1628717184.428,pm_10,1,Right now I feel Alert
1628717186.235,pm_11,2,Right now I feel Afraid
1628717187.386,pm_12,2,Right now I feel Nervous
1628717188.514,pm_13,1,Right now I feel Upset
1628717190.419,pm_14,1,Right now I feel Hostile
1628717191.403,pm_15,1,Right now I feel Ashamed
1628717194.386,pm_16,2,Right now I feel Stressed
1628717196.58,pm_17,2,Right now I feel Distracted
1628753600.468,am_01,,Did you sleep well?
1628753600.502,am_02,,Did you have bad dreams?
1628753600.514,am_03,,Do you feel well-rested?
1628753600.527,am_04,,Right now I feel Active
1628753600.538,am_05,,Right now I feel Determined
1628753600.557,am_06,,Right now I feel Attentive
1628753600.581,am_07,,Right now I feel Inspired
1628753600.604,am_08,,Right now I feel Alert
1628753600.619,am_09,,Right now I feel Afraid
1628753600.634,am_10,,Right now I feel Nervous
1628753600.65,am_11,,Right now I feel Upset
1628753600.675,am_12,,Right now I feel Hostile
1628753600.71,am_13,,Right now I feel Ashamed
1628753600.734,am_14,,Right now I feel Stressed
1628753600.758,am_15,,Right now I feel Distracted
1628760765.309,dq_01,3,Right now I feel Active
1628760765.884,dq_02,3,Right now I feel Determined
1628760766.351,dq_03,3,Right now I feel Attentive
1628760766.953,dq_04,3,Right now I feel Inspired
1628760767.809,dq_05,1,Right now I feel Alert
1628760768.677,dq_06,1,Right now I feel Afraid
1628760769.554,dq_07,1,Right now I feel Nervous
1628760770.369,dq_08,1,Right now I feel Upset
1628760771.22,dq_09,1,Right now I feel Hostile
1628760772.192,dq_10,1,Right now I feel Ashamed
1628760773.126,dq_11,1,Right now I feel Stressed
1628760774.154,dq_12,1,Right now I feel Distracted
1628760775.359,dq_13,Pleasant,I have had social interactions
1628760776.626,dq_14,No,I have had a difficult time to complete my tasks
1628760777.61,dq_15,,Have you had any remarkable events?
1628787569.299,dq_01,3,Right now I feel Active
1628787569.719,dq_02,3,Right now I feel Determined
1628787570.127,dq_03,3,Right now I feel Attentive
1628787570.575,dq_04,3,Right now I feel Inspired
1628787571.616,dq_05,1,Right now I feel Alert
1628787572.417,dq_06,1,Right now I feel Afraid
1628787573.176,dq_07,1,Right now I feel Nervous
1628787573.981,dq_08,1,Right now I feel Upset
1628787575.159,dq_09,1,Right now I feel Hostile
1628787575.982,dq_10,1,Right now I feel Ashamed
1628787576.843,dq_11,1,Right now I feel Stressed
1628787577.883,dq_12,1,Right now I feel Distracted
1628787579.276,dq_13,Pleasant,I have had social interactions
1628787580.883,dq_14,No,I have had a difficult time to complete my tasks
1628787582.499,dq_15,,Have you had any remarkable events?
1628790837.056,dq_01,3,Right now I feel Active
1628790837.572,dq_02,3,Right now I feel Determined
1628790838.088,dq_03,3,Right now I feel Attentive
1628790838.574,dq_04,3,Right now I feel Inspired
1628790839.507,dq_05,1,Right now I feel Alert
1628790842.063,dq_06,1,Right now I feel Afraid
1628790843.257,dq_07,1,Right now I feel Nervous
1628790844.284,dq_08,1,Right now I feel Upset
1628790845.251,dq_09,1,Right now I feel Hostile
1628790846.19,dq_10,1,Right now I feel Ashamed
1628790847.158,dq_11,1,Right now I feel Stressed
1628790848.234,dq_12,1,Right now I feel Distracted
1628790851.389,dq_13,Pleasant,I have had social interactions
1628790854.474,dq_14,No,I have had a difficult time to complete my tasks
1628790855.557,dq_15,,Have you had any remarkable events?
1628799240.495,pm_01,"Yes. Written text, Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1628799242.929,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1628799245.538,pm_03,0,Have you consumed any cups of coffee/tea today?
1628799246.921,pm_04,No,Have you used any intoxicating substances today?
1628799253.428,pm_05,0.5-1.5 hours,Have you exercised today?
1628799255.262,pm_06,2,Right now I feel Active
1628799256.895,pm_07,3,Right now I feel Determined
1628799258.679,pm_08,2,Right now I feel Attentive
1628799260.955,pm_09,2,Right now I feel Inspired
1628799262.388,pm_10,1,Right now I feel Alert
1628799263.489,pm_11,1,Right now I feel Afraid
1628799264.555,pm_12,1,Right now I feel Nervous
1628799265.596,pm_13,1,Right now I feel Upset
1628799266.689,pm_14,1,Right now I feel Hostile
1628799267.712,pm_15,1,Right now I feel Ashamed
1628799271.162,pm_16,1,Right now I feel Stressed
1628799272.689,pm_17,1,Right now I feel Distracted
1628841480.401,am_01,,Did you sleep well?
1628841480.429,am_02,,Did you have bad dreams?
1628841480.439,am_03,,Do you feel well-rested?
1628841480.451,am_04,,Right now I feel Active
1628841480.46,am_05,,Right now I feel Determined
1628841480.47,am_06,,Right now I feel Attentive
1628841480.479,am_07,,Right now I feel Inspired
1628841480.49,am_08,,Right now I feel Alert
1628841480.5,am_09,,Right now I feel Afraid
1628841480.51,am_10,,Right now I feel Nervous
1628841480.522,am_11,,Right now I feel Upset
1628841480.531,am_12,,Right now I feel Hostile
1628841480.547,am_13,,Right now I feel Ashamed
1628841480.557,am_14,,Right now I feel Stressed
1628841480.567,am_15,,Right now I feel Distracted
1628842814.973,dq_01,1,Right now I feel Active
1628842816.638,dq_02,1,Right now I feel Determined
1628842817.822,dq_03,1,Right now I feel Attentive
1628842819.532,dq_04,1,Right now I feel Inspired
1628842820.783,dq_05,1,Right now I feel Alert
1628842822.405,dq_06,1,Right now I feel Afraid
1628842824.039,dq_07,1,Right now I feel Nervous
1628842825.065,dq_08,1,Right now I feel Upset
1628842826.189,dq_09,1,Right now I feel Hostile
1628842827.32,dq_10,1,Right now I feel Ashamed
1628842828.355,dq_11,1,Right now I feel Stressed
1628842830.438,dq_12,1,Right now I feel Distracted
1628842832.688,dq_13,No,I have had social interactions
1628842836.498,dq_14,Yes,I have had a difficult time to complete my tasks
1628842837.488,dq_15,,Have you had any remarkable events?
1628860354.846,dq_01,3,Right now I feel Active
1628860355.378,dq_02,3,Right now I feel Determined
1628860355.938,dq_03,3,Right now I feel Attentive
1628860356.589,dq_04,3,Right now I feel Inspired
1628860357.608,dq_05,1,Right now I feel Alert
1628860358.974,dq_06,1,Right now I feel Afraid
1628860359.825,dq_07,1,Right now I feel Nervous
1628860360.639,dq_08,1,Right now I feel Upset
1628860361.546,dq_09,1,Right now I feel Hostile
1628860362.422,dq_10,1,Right now I feel Ashamed
1628860363.297,dq_11,1,Right now I feel Stressed
1628860365.029,dq_12,1,Right now I feel Distracted
1628860366.906,dq_13,Pleasant,I have had social interactions
1628860368.53,dq_14,No,I have had a difficult time to complete my tasks
1628860369.563,dq_15,,Have you had any remarkable events?
1628873309.66,dq_01,3,Right now I feel Active
1628873310.116,dq_02,3,Right now I feel Determined
1628873310.576,dq_03,3,Right now I feel Attentive
1628873311,dq_04,3,Right now I feel Inspired
1628873311.818,dq_05,1,Right now I feel Alert
1628873313.595,dq_06,1,Right now I feel Afraid
1628873314.6,dq_07,1,Right now I feel Nervous
1628873315.535,dq_08,1,Right now I feel Upset
1628873316.501,dq_09,1,Right now I feel Hostile
1628873317.509,dq_10,1,Right now I feel Ashamed
1628873318.359,dq_11,1,Right now I feel Stressed
1628873319.443,dq_12,1,Right now I feel Distracted
1628873320.935,dq_13,Pleasant,I have had social interactions
1628873323.167,dq_14,No,I have had a difficult time to complete my tasks
1628873323.867,dq_15,,Have you had any remarkable events?
1628887316.884,pm_01,"Yes. Written text, Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1628887319.642,pm_02,1-2,Have you consumed any glasses/shots/pints of alcohol today?
1628887321.926,pm_03,0,Have you consumed any cups of coffee/tea today?
1628887324.191,pm_04,No,Have you used any intoxicating substances today?
1628887329.052,pm_05,0.5-1.5 hours,Have you exercised today?
1628887332.176,pm_06,2,Right now I feel Active
1628887333.592,pm_07,2,Right now I feel Determined
1628887335.793,pm_08,1,Right now I feel Attentive
1628887338.192,pm_09,2,Right now I feel Inspired
1628887339.37,pm_10,1,Right now I feel Alert
1628887340.509,pm_11,1,Right now I feel Afraid
1628887341.686,pm_12,1,Right now I feel Nervous
1628887343.052,pm_13,1,Right now I feel Upset
1628887344.376,pm_14,1,Right now I feel Hostile
1628887345.559,pm_15,1,Right now I feel Ashamed
1628887346.892,pm_16,1,Right now I feel Stressed
1628887348.526,pm_17,1,Right now I feel Distracted
1628924695.91,am_01,No,Did you sleep well?
1628924698.379,am_02,No,Did you have bad dreams?
1628924700.438,am_03,No,Do you feel well-rested?
1628924702.824,am_04,2,Right now I feel Active
1628924704.907,am_05,2,Right now I feel Determined
1628924707.24,am_06,2,Right now I feel Attentive
1628924710.676,am_07,1,Right now I feel Inspired
1628924712.863,am_08,1,Right now I feel Alert
1628924715.556,am_09,2,Right now I feel Afraid
1628924718.163,am_10,2,Right now I feel Nervous
1628924720.072,am_11,1,Right now I feel Upset
1628924722.229,am_12,1,Right now I feel Hostile
1628924724.312,am_13,2,Right now I feel Ashamed
1628924727.264,am_14,1,Right now I feel Stressed
1628924729.458,am_15,1,Right now I feel Distracted
1628930143.824,dq_01,3,Right now I feel Active
1628930144.608,dq_02,3,Right now I feel Determined
1628930145.023,dq_03,3,Right now I feel Attentive
1628930145.767,dq_04,3,Right now I feel Inspired
1628930146.642,dq_05,1,Right now I feel Alert
1628930147.591,dq_06,1,Right now I feel Afraid
1628930149.008,dq_07,1,Right now I feel Nervous
1628930149.891,dq_08,1,Right now I feel Upset
1628930150.85,dq_09,1,Right now I feel Hostile
1628930151.84,dq_10,1,Right now I feel Ashamed
1628930152.808,dq_11,1,Right now I feel Stressed
1628930153.917,dq_12,1,Right now I feel Distracted
1628930155.848,dq_13,Pleasant,I have had social interactions
1628930157.391,dq_14,No,I have had a difficult time to complete my tasks
1628930158.502,dq_15,,Have you had any remarkable events?
1628957629.04,dq_01,3,Right now I feel Active
1628957629.413,dq_02,3,Right now I feel Determined
1628957629.797,dq_03,3,Right now I feel Attentive
1628957630.289,dq_04,3,Right now I feel Inspired
1628957631.014,dq_05,1,Right now I feel Alert
1628957632.84,dq_06,2,Right now I feel Afraid
1628957634.397,dq_07,2,Right now I feel Nervous
1628957636.673,dq_08,1,Right now I feel Upset
1628957638.08,dq_09,1,Right now I feel Hostile
1628957639.397,dq_10,2,Right now I feel Ashamed
1628957640.875,dq_11,1,Right now I feel Stressed
1628957642.43,dq_12,1,Right now I feel Distracted
1628957644.68,dq_13,Pleasant,I have had social interactions
1628957646.397,dq_14,No,I have had a difficult time to complete my tasks
1628957647.09,dq_15,,Have you had any remarkable events?
1628971255.663,dq_01,,Right now I feel Active
1628971255.826,dq_02,,Right now I feel Determined
1628971255.838,dq_03,,Right now I feel Attentive
1628971255.847,dq_04,,Right now I feel Inspired
1628971255.856,dq_05,,Right now I feel Alert
1628971255.866,dq_06,,Right now I feel Afraid
1628971255.88,dq_07,,Right now I feel Nervous
1628971255.897,dq_08,,Right now I feel Upset
1628971255.911,dq_09,,Right now I feel Hostile
1628971255.924,dq_10,,Right now I feel Ashamed
1628971255.937,dq_11,,Right now I feel Stressed
1628971255.949,dq_12,,Right now I feel Distracted
1628971255.962,dq_13,,I have had social interactions
1628971255.975,dq_14,,I have had a difficult time to complete my tasks
1628971255.988,dq_15,,Have you had any remarkable events?
1628971438.63,pm_01,"Yes. Written text, Yes. Video meeting, Yes. In person","Today, I have been in touch with other people"
1628971440.253,pm_02,0,Have you consumed any glasses/shots/pints of alcohol today?
1628971441.545,pm_03,0,Have you consumed any cups of coffee/tea today?
1628971443.115,pm_04,No,Have you used any intoxicating substances today?
1628971445.837,pm_05,0.5-1.5 hours,Have you exercised today?
1628971447.654,pm_06,2,Right now I feel Active
1628971449.236,pm_07,2,Right now I feel Determined
1628971450.303,pm_08,1,Right now I feel Attentive
1628971452.036,pm_09,1,Right now I feel Inspired
1628971453.302,pm_10,1,Right now I feel Alert
1628971456.764,pm_11,1,Right now I feel Afraid
1628971458.612,pm_12,2,Right now I feel Nervous
1628971459.788,pm_13,1,Right now I feel Upset
1628971461.015,pm_14,1,Right now I feel Hostile
1628971462.404,pm_15,2,Right now I feel Ashamed
1628971463.853,pm_16,1,Right now I feel Stressed
1628971465.836,pm_17,1,Right now I feel Distracted
1629010968.138,am_01,Yes,Did you sleep well?
1629010969.813,am_02,No,Did you have bad dreams?
1629010971.863,am_03,Yes,Do you feel well-rested?
1629010973.663,am_04,2,Right now I feel Active
1629010974.46,am_05,3,Right now I feel Determined
1629010977.625,am_06,3,Right now I feel Attentive
1629010979.574,am_07,2,Right now I feel Inspired
1629010981.442,am_08,1,Right now I feel Alert
